Cs	Cs_prev	Cs_new
1.0190000000000002e-10	1.5156117973320886e-08	1.51553182918e-08
1.0190000000000002e-10	1.9232522667556665e-08	1.923140324733e-08
1.0190000000000002e-10	2.4405321257672484e-08	2.440372480674e-08
1.0190000000000002e-10	3.096940094577146e-08	3.096707647632e-08
1.0190000000000002e-10	3.929896209165579e-08	3.929550095025e-08
1.0190000000000002e-10	4.986885035928572e-08	4.986357505402e-08
1.0190000000000002e-10	6.328162637875014e-08	6.32733969402e-08
1.0190000000000002e-10	8.030191609167633e-08	8.028879483919e-08
1.0190000000000002e-10	1.019e-07	1.01878681568e-07
1.293071262228114e-10	0.0	4.54505881523e-15
1.293071262228114e-10	1.0190000000000002e-10	1.019009663436e-10
1.293071262228114e-10	1.293071262228114e-10	1.293071262228e-10
1.293071262228114e-10	1.6408570060846007e-10	1.640844720292e-10
1.293071262228114e-10	2.0821835524962216e-10	2.082155639013e-10
1.293071262228114e-10	2.642209729555356e-10	2.642161924704e-10
1.293071262228114e-10	3.352861108996612e-10	3.352787965335e-10
1.293071262228114e-10	4.254649996355057e-10	4.254544541625e-10
1.293071262228114e-10	5.398984927503093e-10	5.398838217684e-10
1.293071262228114e-10	6.851101329692824e-10	6.850901859596e-10
1.293071262228114e-10	8.693780416132098e-10	8.693513334291e-10
1.293071262228114e-10	1.1032068318176635e-09	1.103171437117e-09
1.293071262228114e-10	1.399926448005043e-09	1.399879857556e-09
1.293071262228114e-10	1.7764520698217872e-09	1.776390992258e-09
1.293071262228114e-10	2.254248400600789e-09	2.254168484855e-09
1.293071262228114e-10	2.8605533118160644e-09	2.86044875196e-09
1.293071262228114e-10	3.6299306001774235e-09	3.629793563048e-09
1.293071262228114e-10	4.606240375831086e-09	4.606060156534e-09
1.293071262228114e-10	5.845139408147207e-09	5.844901160156e-09
1.293071262228114e-10	7.417253967018842e-09	7.416936755956e-09
1.293071262228114e-10	9.412206034739451e-09	9.411779797126e-09
1.293071262228114e-10	1.1943722411866156e-08	1.194314311218e-08
1.293071262228114e-10	1.5156117973320886e-08	1.515531974768e-08
1.293071262228114e-10	1.9232522667556665e-08	1.923140485103e-08
1.293071262228114e-10	2.4405321257672484e-08	2.440372660703e-08
1.293071262228114e-10	3.096940094577146e-08	3.096707854016e-08
1.293071262228114e-10	3.929896209165579e-08	3.929550337025e-08
1.293071262228114e-10	4.986885035928572e-08	4.986357795905e-08
1.293071262228114e-10	6.328162637875014e-08	6.327340050989e-08
1.293071262228114e-10	8.030191609167633e-08	8.028879932281e-08
1.293071262228114e-10	1.019e-07	1.018786873069e-07
1.6408570060846007e-10	0.0	5.767502502269e-15
1.6408570060846007e-10	1.0190000000000002e-10	1.019021925959e-10
1.6408570060846007e-10	1.293071262228114e-10	1.293083535004e-10
1.6408570060846007e-10	1.6408570060846007e-10	1.640857006085e-10
1.6408570060846007e-10	2.0821835524962216e-10	2.082167941332e-10
1.6408570060846007e-10	2.642209729555356e-10	2.642174248009e-10
1.6408570060846007e-10	3.352861108996612e-10	3.352800315294e-10
1.6408570060846007e-10	4.254649996355057e-10	4.25455692541e-10
1.6408570060846007e-10	5.398984927503093e-10	5.398850644578e-10
1.6408570060846007e-10	6.851101329692824e-10	6.85091434114e-10
1.6408570060846007e-10	8.693780416132098e-10	8.693525885423e-10
1.6408570060846007e-10	1.1032068318176635e-09	1.103172701083e-09
1.6408570060846007e-10	1.399926448005043e-09	1.399881132795e-09
1.6408570060846007e-10	1.7764520698217872e-09	1.776392281882e-09
1.6408570060846007e-10	2.254248400600789e-09	2.25416979282e-09
1.6408570060846007e-10	2.8605533118160644e-09	2.860450083383e-09
1.6408570060846007e-10	3.6299306001774235e-09	3.629794924505e-09
1.6408570060846007e-10	4.606240375831086e-09	4.606061556524e-09
1.6408570060846007e-10	5.845139408147207e-09	5.844902609821e-09
1.6408570060846007e-10	7.417253967018842e-09	7.416938269702e-09
1.6408570060846007e-10	9.412206034739451e-09	9.411781394024e-09
1.6408570060846007e-10	1.1943722411866156e-08	1.194314481747e-08
1.6408570060846007e-10	1.5156117973320886e-08	1.515532159507e-08
1.6408570060846007e-10	1.9232522667556665e-08	1.92314068861e-08
1.6408570060846007e-10	2.4405321257672484e-08	2.440372889154e-08
1.6408570060846007e-10	3.096940094577146e-08	3.096708115909e-08
1.6408570060846007e-10	3.929896209165579e-08	3.929550644113e-08
1.6408570060846007e-10	4.986885035928572e-08	4.986358164543e-08
1.6408570060846007e-10	6.328162637875014e-08	6.327340503968e-08
1.6408570060846007e-10	8.030191609167633e-08	8.028880501235e-08
1.6408570060846007e-10	1.019e-07	1.018786945894e-07
2.0821835524962216e-10	0.0	7.318735935988e-15
2.0821835524962216e-10	1.0190000000000002e-10	1.019037486623e-10
2.0821835524962216e-10	1.293071262228114e-10	1.29309910868e-10
2.0821835524962216e-10	1.6408570060846007e-10	1.640872596277e-10
2.0821835524962216e-10	2.0821835524962216e-10	2.082183552496e-10
2.0821835524962216e-10	2.642209729555356e-10	2.642189885803e-10
2.0821835524962216e-10	3.352861108996612e-10	3.352815986911e-10
2.0821835524962216e-10	4.254649996355057e-10	4.254572639997e-10
2.0821835524962216e-10	5.398984927503093e-10	5.398866413723e-10
2.0821835524962216e-10	6.851101329692824e-10	6.8509301798e-10
2.0821835524962216e-10	8.693780416132098e-10	8.693541812302e-10
2.0821835524962216e-10	1.1032068318176635e-09	1.103174305009e-09
2.0821835524962216e-10	1.399926448005043e-09	1.399882751029e-09
2.0821835524962216e-10	1.7764520698217872e-09	1.776393918352e-09
2.0821835524962216e-10	2.254248400600789e-09	2.254171452586e-09
2.0821835524962216e-10	2.8605533118160644e-09	2.860451772901e-09
2.0821835524962216e-10	3.6299306001774235e-09	3.629796652143e-09
2.0821835524962216e-10	4.606240375831086e-09	4.606063333084e-09
2.0821835524962216e-10	5.845139408147207e-09	5.844904449332e-09
2.0821835524962216e-10	7.417253967018842e-09	7.416940190621e-09
2.0821835524962216e-10	9.412206034739451e-09	9.411783420428e-09
2.0821835524962216e-10	1.1943722411866156e-08	1.194314698143e-08
2.0821835524962216e-10	1.5156117973320886e-08	1.515532393938e-08
2.0821835524962216e-10	1.9232522667556665e-08	1.923140946843e-08
2.0821835524962216e-10	2.4405321257672484e-08	2.440373179054e-08
2.0821835524962216e-10	3.096940094577146e-08	3.096708448241e-08
2.0821835524962216e-10	3.929896209165579e-08	3.929551033797e-08
2.0821835524962216e-10	4.986885035928572e-08	4.98635863233e-08
2.0821835524962216e-10	6.328162637875014e-08	6.327341078782e-08
2.0821835524962216e-10	8.030191609167633e-08	8.028881223216e-08
2.0821835524962216e-10	1.019e-07	1.018787038306e-07
2.642209729555356e-10	0.0	9.287190776944e-15
2.642209729555356e-10	1.0190000000000002e-10	1.019057232501e-10
2.642209729555356e-10	1.293071262228114e-10	1.293118871067e-10
2.642209729555356e-10	1.6408570060846007e-10	1.640892379625e-10
2.642209729555356e-10	2.0821835524962216e-10	2.082203362456e-10
2.642209729555356e-10	2.642209729555356e-10	2.642209729555e-10
2.642209729555356e-10	3.352861108996612e-10	3.352835873584e-10
2.642209729555356e-10	4.254649996355057e-10	4.254592581193e-10
2.642209729555356e-10	5.398984927503093e-10	5.398886424211e-10
2.642209729555356e-10	6.851101329692824e-10	6.850950278314e-10
2.642209729555356e-10	8.693780416132098e-10	8.693562022976e-10
2.642209729555356e-10	1.1032068318176635e-09	1.103176340325e-09
2.642209729555356e-10	1.399926448005043e-09	1.399884804506e-09
2.642209729555356e-10	1.7764520698217872e-09	1.776395994977e-09
2.642209729555356e-10	2.254248400600789e-09	2.254173558748e-09
2.642209729555356e-10	2.8605533118160644e-09	2.860453916847e-09
2.642209729555356e-10	3.6299306001774235e-09	3.629798844442e-09
2.642209729555356e-10	4.606240375831086e-09	4.606065587473e-09
2.642209729555356e-10	5.845139408147207e-09	5.844906783632e-09
2.642209729555356e-10	7.417253967018842e-09	7.416942628116e-09
2.642209729555356e-10	9.412206034739451e-09	9.411785991896e-09
2.642209729555356e-10	1.1943722411866156e-08	1.19431497274e-08
2.642209729555356e-10	1.5156117973320886e-08	1.515532691422e-08
2.642209729555356e-10	1.9232522667556665e-08	1.923141274536e-08
2.642209729555356e-10	2.4405321257672484e-08	2.440373546915e-08
2.642209729555356e-10	3.096940094577146e-08	3.096708869964e-08
2.642209729555356e-10	3.929896209165579e-08	3.929551528291e-08
2.642209729555356e-10	4.986885035928572e-08	4.986359225933e-08
2.642209729555356e-10	6.328162637875014e-08	6.327341808198e-08
2.642209729555356e-10	8.030191609167633e-08	8.028882139381e-08
2.642209729555356e-10	1.019e-07	1.018787155573e-07
3.352861108996612e-10	0.0	1.1785083378519999e-14
3.352861108996612e-10	1.0190000000000002e-10	1.019082289251e-10
3.352861108996612e-10	1.293071262228114e-10	1.293143948768e-10
3.352861108996612e-10	1.6408570060846007e-10	1.640917483923e-10
3.352861108996612e-10	2.0821835524962216e-10	2.082228500523e-10
3.352861108996612e-10	2.642209729555356e-10	2.642234910505e-10
3.352861108996612e-10	3.352861108996612e-10	3.352861108997e-10
3.352861108996612e-10	4.254649996355057e-10	4.254617885797e-10
3.352861108996612e-10	5.398984927503093e-10	5.398911816738e-10
3.352861108996612e-10	6.851101329692824e-10	6.850975782619e-10
3.352861108996612e-10	8.693780416132098e-10	8.69358766937e-10
3.352861108996612e-10	1.1032068318176635e-09	1.103178923073e-09
3.352861108996612e-10	1.399926448005043e-09	1.399887410285e-09
3.352861108996612e-10	1.7764520698217872e-09	1.776398630133e-09
3.352861108996612e-10	2.254248400600789e-09	2.254176231396e-09
3.352861108996612e-10	2.8605533118160644e-09	2.860456637409e-09
3.352861108996612e-10	3.6299306001774235e-09	3.6298016264e-09
3.352861108996612e-10	4.606240375831086e-09	4.606068448194e-09
3.352861108996612e-10	5.845139408147207e-09	5.844909745773e-09
3.352861108996612e-10	7.417253967018842e-09	7.416945721244e-09
3.352861108996612e-10	9.412206034739451e-09	9.411789254894e-09
3.352861108996612e-10	1.1943722411866156e-08	1.194315321198e-08
3.352861108996612e-10	1.5156117973320886e-08	1.515533068917e-08
3.352861108996612e-10	1.9232522667556665e-08	1.923141690365e-08
3.352861108996612e-10	2.4405321257672484e-08	2.440374013722e-08
3.352861108996612e-10	3.096940094577146e-08	3.0967094051e-08
3.352861108996612e-10	3.929896209165579e-08	3.929552155792e-08
3.352861108996612e-10	4.986885035928572e-08	4.986359979192e-08
3.352861108996612e-10	6.328162637875014e-08	6.327342733798e-08
3.352861108996612e-10	8.030191609167633e-08	8.028883301959e-08
3.352861108996612e-10	1.019e-07	1.01878730438e-07
4.254649996355057e-10	0.0	1.495481195684e-14
4.254649996355057e-10	1.0190000000000002e-10	1.019114085293e-10
4.254649996355057e-10	1.293071262228114e-10	1.293175771395e-10
4.254649996355057e-10	1.6408570060846007e-10	1.640949340301e-10
4.254649996355057e-10	2.0821835524962216e-10	2.082260399753e-10
4.254649996355057e-10	2.642209729555356e-10	2.642266864151e-10
4.254649996355057e-10	3.352861108996612e-10	3.352893131755e-10
4.254649996355057e-10	4.254649996355057e-10	4.254649996355e-10
4.254649996355057e-10	5.398984927503093e-10	5.39894403887e-10
4.254649996355057e-10	6.851101329692824e-10	6.851008146588e-10
4.254649996355057e-10	8.693780416132098e-10	8.69362021374e-10
4.254649996355057e-10	1.1032068318176635e-09	1.103182200459e-09
4.254649996355057e-10	1.399926448005043e-09	1.399890716931e-09
4.254649996355057e-10	1.7764520698217872e-09	1.776401974041e-09
4.254649996355057e-10	2.254248400600789e-09	2.254179622883e-09
4.254649996355057e-10	2.8605533118160644e-09	2.860460089709e-09
4.254649996355057e-10	3.6299306001774235e-09	3.629805156569e-09
4.254649996355057e-10	4.606240375831086e-09	4.60607207836e-09
4.254649996355057e-10	5.845139408147207e-09	5.844913504604e-09
4.254649996355057e-10	7.417253967018842e-09	7.41694964631e-09
4.254649996355057e-10	9.412206034739451e-09	9.411793395565e-09
4.254649996355057e-10	1.1943722411866156e-08	1.194315763367e-08
4.254649996355057e-10	1.5156117973320886e-08	1.51553354795e-08
4.254649996355057e-10	1.9232522667556665e-08	1.923142218036e-08
4.254649996355057e-10	2.4405321257672484e-08	2.440374606082e-08
4.254649996355057e-10	3.096940094577146e-08	3.096710084174e-08
4.254649996355057e-10	3.929896209165579e-08	3.929552952048e-08
4.254649996355057e-10	4.986885035928572e-08	4.98636093506e-08
4.254649996355057e-10	6.328162637875014e-08	6.327343908349e-08
4.254649996355057e-10	8.030191609167633e-08	8.028884777226e-08
4.254649996355057e-10	1.019e-07	1.01878749321e-07
5.398984927503093e-10	0.0	1.897707435909e-14
5.398984927503093e-10	1.0190000000000002e-10	1.019154433234e-10
5.398984927503093e-10	1.293071262228114e-10	1.293216153073e-10
5.398984927503093e-10	1.6408570060846007e-10	1.640989764806e-10
5.398984927503093e-10	2.0821835524962216e-10	2.082300878636e-10
5.398984927503093e-10	2.642209729555356e-10	2.642307412085e-10
5.398984927503093e-10	3.352861108996612e-10	3.352933767391e-10
5.398984927503093e-10	4.254649996355057e-10	4.254690743406e-10
5.398984927503093e-10	5.398984927503093e-10	5.398984927503e-10
5.398984927503093e-10	6.851101329692824e-10	6.851049215208e-10
5.398984927503093e-10	8.693780416132098e-10	8.693661511277e-10
5.398984927503093e-10	1.1032068318176635e-09	1.103186359346e-09
5.398984927503093e-10	1.399926448005043e-09	1.39989491291e-09
5.398984927503093e-10	1.7764520698217872e-09	1.776406217346e-09
5.398984927503093e-10	2.254248400600789e-09	2.254183926543e-09
5.398984927503093e-10	2.8605533118160644e-09	2.860464470545e-09
5.398984927503093e-10	3.6299306001774235e-09	3.629809636233e-09
5.398984927503093e-10	4.606240375831086e-09	4.606076684864e-09
5.398984927503093e-10	5.845139408147207e-09	5.844918274439e-09
5.398984927503093e-10	7.417253967018842e-09	7.416954627051e-09
5.398984927503093e-10	9.412206034739451e-09	9.411798649924e-09
5.398984927503093e-10	1.1943722411866156e-08	1.194316324468e-08
5.398984927503093e-10	1.5156117973320886e-08	1.51553415581e-08
5.398984927503093e-10	1.9232522667556665e-08	1.92314288763e-08
5.398984927503093e-10	2.4405321257672484e-08	2.440375357763e-08
5.398984927503093e-10	3.096940094577146e-08	3.096710945893e-08
5.398984927503093e-10	3.929896209165579e-08	3.929553962476e-08
5.398984927503093e-10	4.986885035928572e-08	4.986362147995e-08
5.398984927503093e-10	6.328162637875014e-08	6.327345398808e-08
5.398984927503093e-10	8.030191609167633e-08	8.028886649282e-08
5.398984927503093e-10	1.019e-07	1.018787732829e-07
6.851101329692824e-10	0.0	2.4081169209809997e-14
6.851101329692824e-10	1.0190000000000002e-10	1.019205633206e-10
6.851101329692824e-10	1.293071262228114e-10	1.293267395854e-10
6.851101329692824e-10	1.6408570060846007e-10	1.641041061935e-10
6.851101329692824e-10	2.0821835524962216e-10	2.082352244768e-10
6.851101329692824e-10	2.642209729555356e-10	2.642358865841e-10
6.851101329692824e-10	3.352861108996612e-10	3.352985332436e-10
6.851101329692824e-10	4.254649996355057e-10	4.254742449832e-10
6.851101329692824e-10	5.398984927503093e-10	5.399036813592e-10
6.851101329692824e-10	6.851101329692824e-10	6.851101329693e-10
6.851101329692824e-10	8.693780416132098e-10	8.693713916252e-10
6.851101329692824e-10	1.1032068318176635e-09	1.103191636811e-09
6.851101329692824e-10	1.399926448005043e-09	1.399900237459e-09
6.851101329692824e-10	1.7764520698217872e-09	1.776411601903e-09
6.851101329692824e-10	2.254248400600789e-09	2.254189387743e-09
6.851101329692824e-10	2.8605533118160644e-09	2.86047002965e-09
6.851101329692824e-10	3.6299306001774235e-09	3.629815320754e-09
6.851101329692824e-10	4.606240375831086e-09	4.60608253036e-09
6.851101329692824e-10	5.845139408147207e-09	5.844924327132e-09
6.851101329692824e-10	7.417253967018842e-09	7.416960947451e-09
6.851101329692824e-10	9.412206034739451e-09	9.411805317482e-09
6.851101329692824e-10	1.1943722411866156e-08	1.194317036485e-08
6.851101329692824e-10	1.5156117973320886e-08	1.515534927168e-08
6.851101329692824e-10	1.9232522667556665e-08	1.92314373732e-08
6.851101329692824e-10	2.4405321257672484e-08	2.440376311618e-08
6.851101329692824e-10	3.096940094577146e-08	3.096712039381e-08
6.851101329692824e-10	3.929896209165579e-08	3.92955524467e-08
6.851101329692824e-10	4.986885035928572e-08	4.986363687175e-08
6.851101329692824e-10	6.328162637875014e-08	6.327347290144e-08
6.851101329692824e-10	8.030191609167633e-08	8.028889024849e-08
6.851101329692824e-10	1.019e-07	1.018788036896e-07
8.693780416132098e-10	0.0	3.0558067687639997e-14
8.693780416132098e-10	1.0190000000000002e-10	1.019270603985e-10
8.693780416132098e-10	1.293071262228114e-10	1.293332420957e-10
8.693780416132098e-10	1.6408570060846007e-10	1.641106156003e-10
8.693780416132098e-10	2.0821835524962216e-10	2.082417426398e-10
8.693780416132098e-10	2.642209729555356e-10	2.642424158662e-10
8.693780416132098e-10	3.352861108996612e-10	3.353050766479e-10
8.693780416132098e-10	4.254649996355057e-10	4.254808063282e-10
8.693780416132098e-10	5.398984927503093e-10	5.399102655027e-10
8.693780416132098e-10	6.851101329692824e-10	6.851167460955e-10
8.693780416132098e-10	8.693780416132098e-10	8.693780416132e-10
8.693780416132098e-10	1.1032068318176635e-09	1.103198333711e-09
8.693780416132098e-10	1.399926448005043e-09	1.399906994106e-09
8.693780416132098e-10	1.7764520698217872e-09	1.776418434716e-09
8.693780416132098e-10	2.254248400600789e-09	2.254196317752e-09
8.693780416132098e-10	2.8605533118160644e-09	2.860477083967e-09
8.693780416132098e-10	3.6299306001774235e-09	3.629822534183e-09
8.693780416132098e-10	4.606240375831086e-09	4.606089948071e-09
8.693780416132098e-10	5.845139408147207e-09	5.84493200779e-09
8.693780416132098e-10	7.417253967018842e-09	7.41696896774e-09
8.693780416132098e-10	9.412206034739451e-09	9.411813778397e-09
8.693780416132098e-10	1.1943722411866156e-08	1.194317940004e-08
8.693780416132098e-10	1.5156117973320886e-08	1.515535905994e-08
8.693780416132098e-10	1.9232522667556665e-08	1.923144815543e-08
8.693780416132098e-10	2.4405321257672484e-08	2.440377522024e-08
8.693780416132098e-10	3.096940094577146e-08	3.096713426975e-08
8.693780416132098e-10	3.929896209165579e-08	3.929556871726e-08
8.693780416132098e-10	4.986885035928572e-08	4.986365640336e-08
8.693780416132098e-10	6.328162637875014e-08	6.327349690175e-08
8.693780416132098e-10	8.030191609167633e-08	8.028892039352e-08
8.693780416132098e-10	1.019e-07	1.018788422745e-07
1.1032068318176635e-09	0.0	3.87770011386e-14
1.1032068318176635e-09	1.0190000000000002e-10	1.019353049388e-10
1.1032068318176635e-09	1.293071262228114e-10	1.293414935295e-10
1.1032068318176635e-09	1.6408570060846007e-10	1.641188757855e-10
1.1032068318176635e-09	2.0821835524962216e-10	2.082500139363e-10
1.1032068318176635e-09	2.642209729555356e-10	2.642507012723e-10
1.1032068318176635e-09	3.352861108996612e-10	3.353133799746e-10
1.1032068318176635e-09	4.254649996355057e-10	4.254891324209e-10
1.1032068318176635e-09	5.398984927503093e-10	5.399186205259e-10
1.1032068318176635e-09	6.851101329692824e-10	6.851251378965e-10
1.1032068318176635e-09	8.693780416132098e-10	8.693864801907e-10
1.1032068318176635e-09	1.1032068318176635e-09	1.103206831818e-09
1.1032068318176635e-09	1.399926448005043e-09	1.399915568028e-09
1.1032068318176635e-09	1.7764520698217872e-09	1.776427105291e-09
1.1032068318176635e-09	2.254248400600789e-09	2.254205111689e-09
1.1032068318176635e-09	2.8605533118160644e-09	2.860486035568e-09
1.1032068318176635e-09	3.6299306001774235e-09	3.629831687781e-09
1.1032068318176635e-09	4.606240375831086e-09	4.606099360848e-09
1.1032068318176635e-09	5.845139408147207e-09	5.844941754251e-09
1.1032068318176635e-09	7.417253967018842e-09	7.416979145208e-09
1.1032068318176635e-09	9.412206034739451e-09	9.4118245149e-09
1.1032068318176635e-09	1.1943722411866156e-08	1.19431908654e-08
1.1032068318176635e-09	1.5156117973320886e-08	1.515537148083e-08
1.1032068318176635e-09	1.9232522667556665e-08	1.923146183767e-08
1.1032068318176635e-09	2.4405321257672484e-08	2.440379057981e-08
1.1032068318176635e-09	3.096940094577146e-08	3.096715187778e-08
1.1032068318176635e-09	3.929896209165579e-08	3.929558936396e-08
1.1032068318176635e-09	4.986885035928572e-08	4.986368118822e-08
1.1032068318176635e-09	6.328162637875014e-08	6.327352735722e-08
1.1032068318176635e-09	8.030191609167633e-08	8.028895864639e-08
1.1032068318176635e-09	1.019e-07	1.018788912372e-07
1.399926448005043e-09	0.0	4.9206510172379995e-14
1.399926448005043e-09	1.0190000000000002e-10	1.01945766942e-10
1.399926448005043e-09	1.293071262228114e-10	1.293519642803e-10
1.399926448005043e-09	1.6408570060846007e-10	1.641293576414e-10
1.399926448005043e-09	2.0821835524962216e-10	2.082605098921e-10
1.399926448005043e-09	2.642209729555356e-10	2.642612151327e-10
1.399926448005043e-09	3.352861108996612e-10	3.353239165755e-10
1.399926448005043e-09	4.254649996355057e-10	4.25499697911e-10
1.399926448005043e-09	5.398984927503093e-10	5.399292227276e-10
1.399926448005043e-09	6.851101329692824e-10	6.85135786768e-10
1.399926448005043e-09	8.693780416132098e-10	8.693971884196e-10
1.399926448005043e-09	1.1032068318176635e-09	1.103217615587e-09
1.399926448005043e-09	1.399926448005043e-09	1.399926448005e-09
1.399926448005043e-09	1.7764520698217872e-09	1.776438107915e-09
1.399926448005043e-09	2.254248400600789e-09	2.254216270854e-09
1.399926448005043e-09	2.8605533118160644e-09	2.860497394835e-09
1.399926448005043e-09	3.6299306001774235e-09	3.629843303275e-09
1.399926448005043e-09	4.606240375831086e-09	4.606111305343e-09
1.399926448005043e-09	5.845139408147207e-09	5.844954122122e-09
1.399926448005043e-09	7.417253967018842e-09	7.416992060026e-09
1.399926448005043e-09	9.412206034739451e-09	9.411838139151e-09
1.399926448005043e-09	1.1943722411866156e-08	1.194320541441e-08
1.399926448005043e-09	1.5156117973320886e-08	1.515538724252e-08
1.399926448005043e-09	1.9232522667556665e-08	1.923147919988e-08
1.399926448005043e-09	2.4405321257672484e-08	2.440381007054e-08
1.399926448005043e-09	3.096940094577146e-08	3.096717422169e-08
1.399926448005043e-09	3.929896209165579e-08	3.929561556383e-08
1.399926448005043e-09	4.986885035928572e-08	4.986371263925e-08
1.399926448005043e-09	6.328162637875014e-08	6.327356600405e-08
1.399926448005043e-09	8.030191609167633e-08	8.028900718783e-08
1.399926448005043e-09	1.019e-07	1.018789533691e-07
1.7764520698217872e-09	0.0	6.244115524421e-14
1.7764520698217872e-09	1.0190000000000002e-10	1.019590428208e-10
1.7764520698217872e-09	1.293071262228114e-10	1.293652512595e-10
1.7764520698217872e-09	1.6408570060846007e-10	1.641426587127e-10
1.7764520698217872e-09	2.0821835524962216e-10	2.082738288555e-10
1.7764520698217872e-09	2.642209729555356e-10	2.642745568164e-10
1.7764520698217872e-09	3.352861108996612e-10	3.35337287116e-10
1.7764520698217872e-09	4.254649996355057e-10	4.255131051109e-10
1.7764520698217872e-09	5.398984927503093e-10	5.39942676513e-10
1.7764520698217872e-09	6.851101329692824e-10	6.851492997755e-10
1.7764520698217872e-09	8.693780416132098e-10	8.694107767494e-10
1.7764520698217872e-09	1.1032068318176635e-09	1.103231299774e-09
1.7764520698217872e-09	1.399926448005043e-09	1.399940254277e-09
1.7764520698217872e-09	1.7764520698217872e-09	1.776452069822e-09
1.7764520698217872e-09	2.254248400600789e-09	2.254230431405e-09
1.7764520698217872e-09	2.8605533118160644e-09	2.860511809305e-09
1.7764520698217872e-09	3.6299306001774235e-09	3.629858042928e-09
1.7764520698217872e-09	4.606240375831086e-09	4.606126462361e-09
1.7764520698217872e-09	5.845139408147207e-09	5.84496981653e-09
1.7764520698217872e-09	7.417253967018842e-09	7.417008448417e-09
1.7764520698217872e-09	9.412206034739451e-09	9.411855427805e-09
1.7764520698217872e-09	1.1943722411866156e-08	1.19432238766e-08
1.7764520698217872e-09	1.5156117973320886e-08	1.515540724339e-08
1.7764520698217872e-09	1.9232522667556665e-08	1.923150123194e-08
1.7764520698217872e-09	2.4405321257672484e-08	2.440383480348e-08
1.7764520698217872e-09	3.096940094577146e-08	3.096720257529e-08
1.7764520698217872e-09	3.929896209165579e-08	3.929564881046e-08
1.7764520698217872e-09	4.986885035928572e-08	4.986375254941e-08
1.7764520698217872e-09	6.328162637875014e-08	6.327361504541e-08
1.7764520698217872e-09	8.030191609167633e-08	8.028906878507e-08
1.7764520698217872e-09	1.019e-07	1.01879032212e-07
2.254248400600789e-09	0.0	7.92354115019e-14
2.254248400600789e-09	1.0190000000000002e-10	1.019758894012e-10
2.254248400600789e-09	1.293071262228114e-10	1.293821119258e-10
2.254248400600789e-09	1.6408570060846007e-10	1.641595372613e-10
