,time,cs_1mm,cs_5mm,cs_7mm,cs_9mm
500,80000000.0,2.473586730504e-08,1.019469938458e-10,1.019519724875e-10,1.083763948605e-10
501,80160000.0,2.479313611273e-08,1.019469984202e-10,1.019520384039e-10,1.08391327814e-10
502,80320000.0,2.485030251041e-08,1.01947003056e-10,1.019521049543e-10,1.084062437367e-10
503,80480000.0,2.490736664587e-08,1.019470077446e-10,1.019521721428e-10,1.08421142627e-10
504,80640000.0,2.496432866828e-08,1.01947012485e-10,1.01952239973e-10,1.084360244834e-10
505,80800000.0,2.502118872818e-08,1.019470173527e-10,1.019523084488e-10,1.08450889305e-10
506,80960000.0,2.507794697747e-08,1.019470222578e-10,1.019523775743e-10,1.084657370913e-10
507,81120000.0,2.513460356936e-08,1.019470272262e-10,1.019524473532e-10,1.084805678418e-10
508,81280000.0,2.519115865835e-08,1.019470322535e-10,1.019525177894e-10,1.084953815566e-10
509,81440000.0,2.524761240017e-08,1.019470373445e-10,1.019525888867e-10,1.08510178236e-10
510,81600000.0,2.530396495179e-08,1.019470424991e-10,1.019526606489e-10,1.085249578806e-10
511,81760000.0,2.536021647136e-08,1.019470477175e-10,1.019527330799e-10,1.085397204914e-10
512,81920000.0,2.541636711821e-08,1.019470529947e-10,1.019528061834e-10,1.085544660696e-10
513,82080000.0,2.54724170528e-08,1.019470583354e-10,1.019528799635e-10,1.085691946168e-10
514,82240000.0,2.552836643672e-08,1.01947063734e-10,1.019529544238e-10,1.085839061346e-10
515,82400000.0,2.558421543261e-08,1.019470692012e-10,1.019530295682e-10,1.085986006254e-10
516,82560000.0,2.563996420421e-08,1.019470747146e-10,1.019531054004e-10,1.086132780914e-10
517,82720000.0,2.569561291626e-08,1.019470802899e-10,1.019531819244e-10,1.086279385354e-10
518,82880000.0,2.575116173452e-08,1.019470859387e-10,1.019532591442e-10,1.086425819603e-10
519,83040000.0,2.580661082573e-08,1.019470916366e-10,1.019533370637e-10,1.086572083694e-10
520,83200000.0,2.58619603576e-08,1.019470974068e-10,1.019534156868e-10,1.086718177662e-10
521,83360000.0,2.591721049874e-08,1.019471032559e-10,1.019534950173e-10,1.086864101545e-10
522,83520000.0,2.597236141871e-08,1.019471091706e-10,1.019535750593e-10,1.087009855384e-10
523,83680000.0,2.602741328793e-08,1.0194711515e-10,1.019536558165e-10,1.087155439224e-10
524,83840000.0,2.608236627769e-08,1.019471212139e-10,1.019537372928e-10,1.087300853111e-10
525,84000000.0,2.61372205601e-08,1.019471273486e-10,1.01953819492e-10,1.087446097092e-10
526,84160000.0,2.619197630813e-08,1.019471335529e-10,1.019539024181e-10,1.087591171221e-10
527,84320000.0,2.62466336955e-08,1.019471398336e-10,1.019539860747e-10,1.087736075551e-10
528,84480000.0,2.630119289673e-08,1.019471461979e-10,1.019540704658e-10,1.087880810139e-10
529,84640000.0,2.635565408708e-08,1.019471526377e-10,1.019541555952e-10,1.088025375043e-10
530,84800000.0,2.641001744254e-08,1.019471591603e-10,1.019542414668e-10,1.088169770325e-10
531,84960000.0,2.646428313982e-08,1.019471657486e-10,1.019543280842e-10,1.088313996049e-10
532,85120000.0,2.65184513563e-08,1.019471724268e-10,1.019544154514e-10,1.088458052282e-10
533,85280000.0,2.657252227006e-08,1.019471791859e-10,1.019545035721e-10,1.088601939091e-10
534,85440000.0,2.66264960598e-08,1.019471860253e-10,1.019545924502e-10,1.088745656548e-10
535,85600000.0,2.668037290486e-08,1.019471929536e-10,1.019546820895e-10,1.088889204726e-10
536,85760000.0,2.67341529852e-08,1.019471999608e-10,1.019547724936e-10,1.0890325837e-10
537,85920000.0,2.678783648135e-08,1.019472070554e-10,1.019548636665e-10,1.089175793549e-10
538,86080000.0,2.684142357444e-08,1.019472142369e-10,1.01954955612e-10,1.089318834351e-10
539,86240000.0,2.689491444614e-08,1.019472215048e-10,1.019550483337e-10,1.089461706189e-10
540,86400000.0,2.694830927866e-08,1.019472288476e-10,1.019551418355e-10,1.089604409148e-10
541,86560000.0,2.700160825474e-08,1.019472362854e-10,1.019552361211e-10,1.089746943312e-10
542,86720000.0,2.705481155761e-08,1.019472438176e-10,1.019553311943e-10,1.089889308771e-10
543,86880000.0,2.710791937099e-08,1.019472514325e-10,1.019554270589e-10,1.090031505615e-10
544,87040000.0,2.716093187908e-08,1.019472591407e-10,1.019555237186e-10,1.090173533936e-10
545,87200000.0,2.721384926651e-08,1.019472669292e-10,1.019556211771e-10,1.09031539383e-10
546,87360000.0,2.726667171838e-08,1.019472748211e-10,1.019557194383e-10,1.090457085391e-10
547,87520000.0,2.731939942017e-08,1.019472828036e-10,1.019558185059e-10,1.090598608719e-10
548,87680000.0,2.73720325578e-08,1.019472908626e-10,1.019559183835e-10,1.090739963914e-10
549,87840000.0,2.742457131757e-08,1.019472990361e-10,1.01956019075e-10,1.090881151077e-10
550,88000000.0,2.747701588614e-08,1.019473072836e-10,1.01956120584e-10,1.091022170314e-10
551,88160000.0,2.752936645054e-08,1.019473156304e-10,1.019562229144e-10,1.091163021729e-10
552,88320000.0,2.758162319816e-08,1.019473240616e-10,1.019563260697e-10,1.091303705431e-10
553,88480000.0,2.76337863167e-08,1.01947332605e-10,1.019564300537e-10,1.091444221528e-10
554,88640000.0,2.768585599419e-08,1.019473412303e-10,1.019565348702e-10,1.091584570133e-10
555,88800000.0,2.773783241894e-08,1.019473499666e-10,1.019566405227e-10,1.091724751357e-10
556,88960000.0,2.778971577959e-08,1.019473587816e-10,1.019567470151e-10,1.091864765317e-10
557,89120000.0,2.784150626501e-08,1.019473676892e-10,1.019568543511e-10,1.092004612127e-10
558,89280000.0,2.789320406437e-08,1.019473767048e-10,1.019569625342e-10,1.092144291907e-10
559,89440000.0,2.794480936706e-08,1.019473857934e-10,1.019570715682e-10,1.092283804776e-10
560,89600000.0,2.799632236273e-08,1.019473950046e-10,1.019571814568e-10,1.092423150855e-10
561,89760000.0,2.804774324125e-08,1.019474043032e-10,1.019572922036e-10,1.092562330267e-10
562,89920000.0,2.809907219269e-08,1.019474136866e-10,1.019574038124e-10,1.092701343137e-10
563,90080000.0,2.815030940732e-08,1.019474231904e-10,1.019575162867e-10,1.092840189591e-10
564,90240000.0,2.820145507562e-08,1.019474452851e-10,1.019576296326e-10,1.092978869756e-10
565,90400000.0,2.825250938822e-08,1.019474685537e-10,1.019577438527e-10,1.093117383764e-10
566,90560000.0,2.830347253596e-08,1.019474921613e-10,1.019578589492e-10,1.093255731747e-10
567,90720000.0,2.835434470982e-08,1.019475161186e-10,1.019579749258e-10,1.093393913837e-10
568,90880000.0,2.84051261009e-08,1.019475404359e-10,1.019580917863e-10,1.093531930167e-10
569,91040000.0,2.845581690042e-08,1.019475651234e-10,1.019582095343e-10,1.093669780871e-10
570,91200000.0,2.850641729971e-08,1.019475901912e-10,1.019583281735e-10,1.093807466086e-10
571,91360000.0,2.855692749023e-08,1.019476156496e-10,1.019584477076e-10,1.093944985948e-10
572,91520000.0,2.860734766352e-08,1.019476415087e-10,1.019585681402e-10,1.094082340597e-10
573,91680000.0,2.865767801123e-08,1.019476677789e-10,1.01958689475e-10,1.094219530174e-10
574,91840000.0,2.870791872508e-08,1.019476944707e-10,1.019588117156e-10,1.094356554819e-10
575,92000000.0,2.875806999688e-08,1.019477215946e-10,1.019589348656e-10,1.094493414676e-10
576,92160000.0,2.880813201847e-08,1.01947749161e-10,1.019590589287e-10,1.094630109889e-10
577,92320000.0,2.885810498176e-08,1.019477771808e-10,1.019591839084e-10,1.094766640605e-10
578,92480000.0,2.890798907869e-08,1.019478056646e-10,1.019593098084e-10,1.094903006969e-10
579,92640000.0,2.895778450126e-08,1.019478346233e-10,1.019594366321e-10,1.09503920913e-10
580,92800000.0,2.900749144145e-08,1.019478640679e-10,1.019595643833e-10,1.095175247238e-10
581,92960000.0,2.905711009129e-08,1.019478940093e-10,1.019596930654e-10,1.095311121443e-10
582,93120000.0,2.910664064279e-08,1.019479244589e-10,1.01959822682e-10,1.095446831897e-10
583,93280000.0,2.915608328796e-08,1.019479554277e-10,1.019599532368e-10,1.095582378753e-10
584,93440000.0,2.920543821882e-08,1.019479869272e-10,1.019600847331e-10,1.095717762165e-10
585,93600000.0,2.925470562734e-08,1.019480189689e-10,1.019602171747e-10,1.095852982289e-10
586,93760000.0,2.930388570549e-08,1.019480515699e-10,1.019603505725e-10,1.095988039281e-10
587,93920000.0,2.935297864516e-08,1.019480847415e-10,1.019604849244e-10,1.096122933305e-10
588,94080000.0,2.940198463826e-08,1.019481184928e-10,1.019606202319e-10,1.096257664522e-10
589,94240000.0,2.94509038766e-08,1.019481528355e-10,1.019607565004e-10,1.096392233089e-10
590,94400000.0,2.949973655195e-08,1.019481877816e-10,1.019608937352e-10,1.096526639166e-10
591,94560000.0,2.954848285601e-08,1.019482233432e-10,1.019610319407e-10,1.096660882912e-10
592,94720000.0,2.95971429804e-08,1.019482595324e-10,1.019611711217e-10,1.09679496449e-10
593,94880000.0,2.964571711665e-08,1.019482963617e-10,1.019613112827e-10,1.096928884061e-10
594,95040000.0,2.969420545621e-08,1.019483338436e-10,1.01961452428e-10,1.097062641791e-10
595,95200000.0,2.974260819041e-08,1.01948371991e-10,1.01961594562e-10,1.097196237846e-10
596,95360000.0,2.979092551052e-08,1.019484108166e-10,1.019617376892e-10,1.09732967239e-10
597,95520000.0,2.983915760766e-08,1.019484503334e-10,1.019618818137e-10,1.097462945593e-10
598,95680000.0,2.988730467287e-08,1.019484905547e-10,1.019620269399e-10,1.097596057622e-10
599,95840000.0,2.993536689704e-08,1.019485314938e-10,1.019621730719e-10,1.097729008647e-10
600,96000000.0,2.998334447096e-08,1.019485731641e-10,1.01962320214e-10,1.097861798838e-10
601,96160000.0,3.003123758525e-08,1.019486155792e-10,1.019624683703e-10,1.097994428367e-10
602,96320000.0,3.007904643043e-08,1.01948658753e-10,1.019626175449e-10,1.098126897405e-10
603,96480000.0,3.012677119684e-08,1.019487026995e-10,1.01962767742e-10,1.098259206126e-10
604,96640000.0,3.017441207469e-08,1.019487474327e-10,1.019629189657e-10,1.098391354704e-10
605,96800000.0,3.022196925401e-08,1.019487929669e-10,1.0196307122e-10,1.098523343312e-10
606,96960000.0,3.02694429247e-08,1.019488393166e-10,1.019632245088e-10,1.098655172126e-10
607,97120000.0,3.031683327645e-08,1.019488864963e-10,1.019633788363e-10,1.098786841324e-10
608,97280000.0,3.036414049881e-08,1.019489345211e-10,1.019635342064e-10,1.098918351081e-10
609,97440000.0,3.041136478113e-08,1.019489834056e-10,1.019636906231e-10,1.099049701575e-10
610,97600000.0,3.045850631258e-08,1.019490331652e-10,1.019638480903e-10,1.099180892985e-10
611,97760000.0,3.050556528215e-08,1.019490838152e-10,1.019640066119e-10,1.099311925491e-10
612,97920000.0,3.055254187861e-08,1.019491353711e-10,1.019641661918e-10,1.099442799272e-10
613,98080000.0,3.059943629056e-08,1.019491878485e-10,1.01964326834e-10,1.099573514509e-10
614,98240000.0,3.064624870637e-08,1.019492412634e-10,1.019644885421e-10,1.099704071384e-10
615,98400000.0,3.069297931421e-08,1.019492956317e-10,1.019646513201e-10,1.099834470078e-10
616,98560000.0,3.073962830205e-08,1.019493509698e-10,1.019648151718e-10,1.099964710775e-10
617,98720000.0,3.078619585761e-08,1.019494072942e-10,1.01964980101e-10,1.100094793658e-10
618,98880000.0,3.083268216842e-08,1.019494646216e-10,1.019651461115e-10,1.100224718911e-10
619,99040000.0,3.087908742176e-08,1.019495229688e-10,1.01965313207e-10,1.100354486719e-10
620,99200000.0,3.092541180468e-08,1.019495823527e-10,1.019654813912e-10,1.100484097268e-10
621,99360000.0,3.0971655504e-08,1.019496427908e-10,1.019656506679e-10,1.100613550743e-10
622,99520000.0,3.10178187063e-08,1.019497043004e-10,1.019658210408e-10,1.100742847331e-10
623,99680000.0,3.106390159791e-08,1.019497668993e-10,1.019659925135e-10,1.100871987219e-10
624,99840000.0,3.110990436492e-08,1.019498306054e-10,1.019661650898e-10,1.101000970596e-10
625,100000000.0,3.115582719317e-08,1.019498954368e-10,1.019663387733e-10,1.101129797649e-10
626,100160000.0,3.120167026822e-08,1.019499614183e-10,1.019665135677e-10,1.101258468569e-10
627,100320000.0,3.12474337754e-08,1.019500286827e-10,1.019666894801e-10,1.101386983543e-10
628,100480000.0,3.129311789978e-08,1.019500972818e-10,1.019668665116e-10,1.101515342766e-10
629,100640000.0,3.133872282616e-08,1.019501672381e-10,1.019670446646e-10,1.101643546429e-10
630,100800000.0,3.138424873911e-08,1.019502385708e-10,1.019672239426e-10,1.101771594725e-10
631,100960000.0,3.142969582285e-08,1.019503112986e-10,1.019674043491e-10,1.101899487842e-10
632,101120000.0,3.147506426135e-08,1.019503854404e-10,1.019675858878e-10,1.102027225974e-10
633,101280000.0,3.152035423828e-08,1.019504610154e-10,1.019677685623e-10,1.102154809312e-10
634,101440000.0,3.156556593702e-08,1.019505380431e-10,1.019679523761e-10,1.102282238049e-10
635,101600000.0,3.161069954069e-08,1.019506165431e-10,1.019681373328e-10,1.102409512377e-10
636,101760000.0,3.165575523211e-08,1.019506965357e-10,1.019683234359e-10,1.102536632492e-10
637,101920000.0,3.17007331938e-08,1.019507780413e-10,1.019685106888e-10,1.102663598586e-10
638,102080000.0,3.174563360801e-08,1.019508610805e-10,1.019686990952e-10,1.102790410855e-10
639,102240000.0,3.179045665668e-08,1.019509456746e-10,1.019688886583e-10,1.102917069493e-10
640,102400000.0,3.183520252144e-08,1.01951031845e-10,1.019690793818e-10,1.103043574698e-10
641,102560000.0,3.187987138363e-08,1.019511196135e-10,1.01969271269e-10,1.103169926664e-10
642,102720000.0,3.19244634243e-08,1.019512090022e-10,1.019694643233e-10,1.103296125589e-10
643,102880000.0,3.196897882414e-08,1.019513000338e-10,1.019696585482e-10,1.103422171668e-10
644,103040000.0,3.201341776358e-08,1.01951392731e-10,1.019698539471e-10,1.103548065101e-10
645,103200000.0,3.205778042271e-08,1.01951487117e-10,1.019700505233e-10,1.103673806084e-10
646,103360000.0,3.210206698132e-08,1.019515832155e-10,1.019702482802e-10,1.103799394815e-10
647,103520000.0,3.214627761886e-08,1.019516810503e-10,1.019704472213e-10,1.103924831494e-10
648,103680000.0,3.219041251448e-08,1.019517806458e-10,1.019706473498e-10,1.104050116318e-10
649,103840000.0,3.223447184699e-08,1.019518820266e-10,1.01970848669e-10,1.104175249488e-10
650,104000000.0,3.227845579489e-08,1.019519852177e-10,1.019710511823e-10,1.104300231202e-10
651,104160000.0,3.232236453634e-08,1.019520902445e-10,1.019712548931e-10,1.104425061661e-10
652,104320000.0,3.236619824917e-08,1.019521971327e-10,1.019714598045e-10,1.104549741064e-10
653,104480000.0,3.240995711088e-08,1.019523059085e-10,1.0197166592e-10,1.104674269613e-10
654,104640000.0,3.245364129865e-08,1.019524165983e-10,1.019718732427e-10,1.104798647508e-10
655,104800000.0,3.249725098931e-08,1.01952529229e-10,1.01972081776e-10,1.10492287495e-10
656,104960000.0,3.254078635935e-08,1.019526438278e-10,1.019722915231e-10,1.105046952141e-10
657,105120000.0,3.258424758493e-08,1.019527604223e-10,1.019725024872e-10,1.105170879281e-10
658,105280000.0,3.262763484186e-08,1.019528790405e-10,1.019727146716e-10,1.105294656574e-10
659,105440000.0,3.267094830561e-08,1.019529997107e-10,1.019729280795e-10,1.105418284222e-10
660,105600000.0,3.271418815131e-08,1.019531224617e-10,1.019731427141e-10,1.105541762426e-10
661,105760000.0,3.275735455374e-08,1.019532473226e-10,1.019733585786e-10,1.10566509139e-10
662,105920000.0,3.280044768734e-08,1.01953374323e-10,1.019735756762e-10,1.105788271317e-10
663,106080000.0,3.284346772618e-08,1.019535034926e-10,1.019737940101e-10,1.10591130241e-10
664,106240000.0,3.2886414844e-08,1.019536348619e-10,1.019740135834e-10,1.106034184872e-10
665,106400000.0,3.292928921417e-08,1.019537684614e-10,1.019742343993e-10,1.106156918906e-10
666,106560000.0,3.297209100972e-08,1.019539043224e-10,1.019744564609e-10,1.106279504718e-10
667,106720000.0,3.301482040332e-08,1.019540424761e-10,1.019746797714e-10,1.10640194251e-10
668,106880000.0,3.305747756729e-08,1.019541829547e-10,1.019749043339e-10,1.106524232488e-10
669,107040000.0,3.310006267357e-08,1.019543257902e-10,1.019751301515e-10,1.106646374856e-10
670,107200000.0,3.314257589377e-08,1.019544710198e-10,1.019753572334e-10,1.106768369817e-10
671,107360000.0,3.318501739912e-08,1.019546186743e-10,1.019755855791e-10,1.106890217583e-10
672,107520000.0,3.322738736049e-08,1.019547687844e-10,1.019758151876e-10,1.107011918362e-10
673,107680000.0,3.326968594842e-08,1.019549213844e-10,1.019760460626e-10,1.107133472359e-10
674,107840000.0,3.331191333307e-08,1.019550765088e-10,1.019762782075e-10,1.107254879775e-10
675,108000000.0,3.335406968422e-08,1.019552341925e-10,1.019765116255e-10,1.107376140816e-10
676,108160000.0,3.339615517128e-08,1.019553944707e-10,1.0197674632e-10,1.107497255686e-10
677,108320000.0,3.34381699633e-08,1.019555573791e-10,1.01976982294e-10,1.10761822459e-10
678,108480000.0,3.348011422893e-08,1.019557229539e-10,1.019772195508e-10,1.107739047733e-10
679,108640000.0,3.35219881365e-08,1.019558912316e-10,1.019774580935e-10,1.10785972532e-10
680,108800000.0,3.356379185394e-08,1.01956062249e-10,1.019776979251e-10,1.107980257558e-10
681,108960000.0,3.360552554882e-08,1.019562360435e-10,1.019779390488e-10,1.108100644653e-10
682,109120000.0,3.364718938833e-08,1.01956412653e-10,1.019781814676e-10,1.108220886811e-10
683,109280000.0,3.36887835393e-08,1.019565921157e-10,1.019784251846e-10,1.108340984239e-10
684,109440000.0,3.373030816818e-08,1.019567744703e-10,1.019786702029e-10,1.108460937142e-10
685,109600000.0,3.377176344105e-08,1.019569597558e-10,1.019789165255e-10,1.108580745728e-10
686,109760000.0,3.381314952361e-08,1.019571480119e-10,1.019791641555e-10,1.108700410204e-10
687,109920000.0,3.38544665812e-08,1.019573392786e-10,1.01979413096e-10,1.108819930775e-10
688,110080000.0,3.389571477875e-08,1.019575335964e-10,1.0197966335e-10,1.10893930765e-10
689,110240000.0,3.393689428086e-08,1.019577310062e-10,1.019799149205e-10,1.109058541036e-10
690,110400000.0,3.397800525172e-08,1.019579315494e-10,1.019801678105e-10,1.109177631138e-10
691,110560000.0,3.401904785515e-08,1.019581352679e-10,1.019804220231e-10,1.109296578165e-10
692,110720000.0,3.406002225459e-08,1.019583422041e-10,1.019806775613e-10,1.109415382325e-10
693,110880000.0,3.410092861312e-08,1.019585524007e-10,1.01980934428e-10,1.109534043823e-10
694,111040000.0,3.414176709341e-08,1.01958765901e-10,1.019811926263e-10,1.109652562867e-10
695,111200000.0,3.418253785778e-08,1.019589827604e-10,1.019814521613e-10,1.109770939666e-10
696,111360000.0,3.422324106814e-08,1.019592030116e-10,1.019817130367e-10,1.109889174427e-10
697,111520000.0,3.426387688606e-08,1.019594267e-10,1.019819752526e-10,1.110007267362e-10
698,111680000.0,3.430444547275e-08,1.019596538734e-10,1.019822388118e-10,1.110125218679e-10
699,111840000.0,3.434494698898e-08,1.019598845795e-10,1.019825037172e-10,1.110243028584e-10
700,112000000.0,3.438538159516e-08,1.01960118866e-10,1.019827699717e-10,1.110360697284e-10
701,112160000.0,3.44257494513e-08,1.019603567814e-10,1.019830375785e-10,1.110478224987e-10
702,112320000.0,3.446605071702e-08,1.019605983743e-10,1.019833065403e-10,1.110595611898e-10
703,112480000.0,3.450628555156e-08,1.019608436937e-10,1.019835768603e-10,1.110712858225e-10
704,112640000.0,3.454645411379e-08,1.019610927892e-10,1.019838485413e-10,1.110829964176e-10
705,112800000.0,3.458655656218e-08,1.019613457109e-10,1.019841215862e-10,1.110946929957e-10
706,112960000.0,3.462659305485e-08,1.019616025092e-10,1.01984395998e-10,1.111063755776e-10
707,113120000.0,3.466656374951e-08,1.019618632352e-10,1.019846717796e-10,1.11118044184e-10
708,113280000.0,3.470646880349e-08,1.019621279404e-10,1.019849489338e-10,1.111296988357e-10
709,113440000.0,3.474630837374e-08,1.019623966766e-10,1.019852274635e-10,1.111413395534e-10
710,113600000.0,3.478608261685e-08,1.019626694965e-10,1.019855073715e-10,1.111529663579e-10
711,113760000.0,3.482579168899e-08,1.01962946453e-10,1.019857886607e-10,1.111645792698e-10
712,113920000.0,3.486543574598e-08,1.019632275997e-10,1.01986071334e-10,1.1117617831e-10
713,114080000.0,3.490501494321e-08,1.019635129905e-10,1.019863553941e-10,1.111877634992e-10
714,114240000.0,3.494452943575e-08,1.0196380268e-10,1.019866408439e-10,1.111993348581e-10
715,114400000.0,3.498397937823e-08,1.019640967233e-10,1.019869276861e-10,1.112108924074e-10
716,114560000.0,3.502336492493e-08,1.01964395176e-10,1.019872159235e-10,1.112224361679e-10
717,114720000.0,3.506268622972e-08,1.019646980943e-10,1.019875055589e-10,1.112339661602e-10
718,114880000.0,3.510194344611e-08,1.019650055349e-10,1.019877965951e-10,1.112454824052e-10
719,115040000.0,3.514113672722e-08,1.01965317555e-10,1.019880890348e-10,1.112569849235e-10
720,115200000.0,3.518026622578e-08,1.019656342124e-10,1.019883828807e-10,1.112684737358e-10
721,115360000.0,3.521933209414e-08,1.019659555657e-10,1.019886781356e-10,1.112799488628e-10
722,115520000.0,3.525833448425e-08,1.019662816735e-10,1.019889748022e-10,1.112914103253e-10
723,115680000.0,3.529727354772e-08,1.019666125956e-10,1.019892728831e-10,1.113028581439e-10
724,115840000.0,3.533614943572e-08,1.019669483919e-10,1.01989572381e-10,1.113142923392e-10
725,116000000.0,3.537496229908e-08,1.019672891231e-10,1.019898732987e-10,1.113257129321e-10
726,116160000.0,3.541371228822e-08,1.019676348504e-10,1.019901756388e-10,1.11337119943e-10
727,116320000.0,3.545239955321e-08,1.019679856358e-10,1.019904794039e-10,1.113485133927e-10
728,116480000.0,3.54910242437e-08,1.019683415415e-10,1.019907845967e-10,1.113598933019e-10
729,116640000.0,3.552958650898e-08,1.019687026307e-10,1.019910912198e-10,1.113712596911e-10
730,116800000.0,3.556808649796e-08,1.019690689669e-10,1.019913992758e-10,1.113826125811e-10
731,116960000.0,3.560652435915e-08,1.019694406145e-10,1.019917087673e-10,1.113939519923e-10
732,117120000.0,3.564490024069e-08,1.019698176381e-10,1.019920196968e-10,1.114052779455e-10
733,117280000.0,3.568321429034e-08,1.019702001034e-10,1.019923320671e-10,1.114165904612e-10
734,117440000.0,3.572146665547e-08,1.019705880764e-10,1.019926458806e-10,1.1142788956e-10
735,117600000.0,3.575965748308e-08,1.019709816238e-10,1.019929611398e-10,1.114391752625e-10
736,117760000.0,3.579778691979e-08,1.019713808129e-10,1.019932778474e-10,1.114504475892e-10
737,117920000.0,3.583585511183e-08,1.019717857117e-10,1.019935960057e-10,1.114617065608e-10
738,118080000.0,3.587386220505e-08,1.019721963888e-10,1.019939156174e-10,1.114729521976e-10
739,118240000.0,3.591180834493e-08,1.019726129135e-10,1.01994236685e-10,1.114841845204e-10
740,118400000.0,3.594969367657e-08,1.019730353558e-10,1.019945592109e-10,1.114954035496e-10
741,118560000.0,3.598751834468e-08,1.01973463786e-10,1.019948831975e-10,1.115066093057e-10
742,118720000.0,3.602528249361e-08,1.019738982756e-10,1.019952086474e-10,1.115178018092e-10
743,118880000.0,3.606298626731e-08,1.019743388964e-10,1.01995535563e-10,1.115289810806e-10
744,119040000.0,3.610062980937e-08,1.019747857209e-10,1.019958639467e-10,1.115401471403e-10
745,119200000.0,3.6138213263e-08,1.019752388223e-10,1.01996193801e-10,1.115513000088e-10
746,119360000.0,3.617573677102e-08,1.019756982746e-10,1.019965251282e-10,1.115624397066e-10
747,119520000.0,3.621320047589e-08,1.019761641524e-10,1.019968579308e-10,1.11573566254e-10
748,119680000.0,3.625060451968e-08,1.019766365308e-10,1.01997192211e-10,1.115846796714e-10
749,119840000.0,3.62879490441e-08,1.01977115486e-10,1.019975279714e-10,1.115957799793e-10
750,120000000.0,3.632523419048e-08,1.019776010945e-10,1.019978652142e-10,1.116068671981e-10
751,120160000.0,3.636246009976e-08,1.019780934338e-10,1.019982039418e-10,1.11617941348e-10
752,120320000.0,3.639962691254e-08,1.019785925818e-10,1.019985441565e-10,1.116290024496e-10
753,120480000.0,3.643673476901e-08,1.019790986174e-10,1.019988858607e-10,1.11640050523e-10
754,120640000.0,3.647378380901e-08,1.0197961162e-10,1.019992290566e-10,1.116510855886e-10
755,120800000.0,3.651077417199e-08,1.019801316699e-10,1.019995737465e-10,1.116621076667e-10
756,120960000.0,3.654770599705e-08,1.019806588479e-10,1.019999199327e-10,1.116731167776e-10
757,121120000.0,3.65845794229e-08,1.019811932358e-10,1.020002676175e-10,1.116841129415e-10
758,121280000.0,3.662139458789e-08,1.01981734916e-10,1.020006168031e-10,1.116950961788e-10
759,121440000.0,3.665815163e-08,1.019822839715e-10,1.020009674918e-10,1.117060665096e-10
760,121600000.0,3.669485068683e-08,1.019828404863e-10,1.020013196857e-10,1.117170239541e-10
761,121760000.0,3.673149189561e-08,1.01983404545e-10,1.020016733871e-10,1.117279685326e-10
762,121920000.0,3.676807539322e-08,1.019839762329e-10,1.020020285983e-10,1.117389002653e-10
763,122080000.0,3.680460131616e-08,1.019845556362e-10,1.020023853213e-10,1.117498191722e-10
764,122240000.0,3.684106980055e-08,1.019851428417e-10,1.020027435584e-10,1.117607252736e-10
765,122400000.0,3.687748098217e-08,1.019857379421e-10,1.020031033134e-10,1.117716185896e-10
766,122560000.0,3.691383499642e-08,1.019863410295e-10,1.020034645952e-10,1.117824991404e-10
767,122720000.0,3.695013197835e-08,1.019869521843e-10,1.020038273992e-10,1.117933669468e-10
768,122880000.0,3.698637206264e-08,1.019875714953e-10,1.020041917249e-10,1.118042220293e-10
769,123040000.0,3.702255538364e-08,1.019881990534e-10,1.020045575745e-10,1.118150644079e-10
770,123200000.0,3.705868207532e-08,1.019888349506e-10,1.020049249503e-10,1.118258941024e-10
771,123360000.0,3.709475227123e-08,1.019894792795e-10,1.020052938544e-10,1.118367111325e-10
772,123520000.0,3.71307661046e-08,1.019901321335e-10,1.020056642892e-10,1.118475155181e-10
773,123680000.0,3.716672370825e-08,1.019907936067e-10,1.020060362566e-10,1.118583072791e-10
774,123840000.0,3.720262521466e-08,1.019914637941e-10,1.020064097589e-10,1.118690864352e-10
775,124000000.0,3.723847075594e-08,1.019921427914e-10,1.020067847981e-10,1.118798530064e-10
776,124160000.0,3.727426046387e-08,1.019928306952e-10,1.020071613764e-10,1.118906070125e-10
777,124320000.0,3.730999446985e-08,1.019935276027e-10,1.020075394957e-10,1.119013484734e-10
778,124480000.0,3.734567290492e-08,1.019942336124e-10,1.020079191581e-10,1.119120774089e-10
779,124640000.0,3.738129589978e-08,1.019949488232e-10,1.020083003656e-10,1.119227938387e-10
780,124800000.0,3.741686358475e-08,1.01995673335e-10,1.020086831201e-10,1.119334977828e-10
781,124960000.0,3.745237608982e-08,1.019964072484e-10,1.020090674238e-10,1.119441892609e-10
782,125120000.0,3.748783354463e-08,1.019971506652e-10,1.020094532784e-10,1.119548682928e-10
783,125280000.0,3.752323607842e-08,1.019979036877e-10,1.02009840686e-10,1.119655348981e-10
784,125440000.0,3.755858382013e-08,1.019986664192e-10,1.020102296486e-10,1.119761890968e-10
785,125600000.0,3.75938768983e-08,1.019994389639e-10,1.02010620168e-10,1.119868309084e-10
786,125760000.0,3.762911544117e-08,1.020002214268e-10,1.020110122461e-10,1.119974603528e-10
787,125920000.0,3.766429957657e-08,1.020010139138e-10,1.02011405885e-10,1.120080774494e-10
788,126080000.0,3.769942943203e-08,1.020018165317e-10,1.020118010864e-10,1.120186822181e-10
789,126240000.0,3.77345051347e-08,1.020026293881e-10,1.020121978522e-10,1.120292746784e-10
790,126400000.0,3.776952681137e-08,1.020034525917e-10,1.020125961843e-10,1.120398548499e-10
